event,meet,stroke,gender,distance,records,entries
11,Toyota U S Open Complete Meet Results,Butterfly,Women,100,"[['World', '55.48', '8/7/2016', 'Sarah Sjostrom', 'SWE'], ['American', '55.98', '7/29/2012', 'Dana Vollmer', 'USA Olympic Team'], ['U.S. Open', '56.38', '1/15/2016', 'Sarah Sjostrom', 'SWE'], ['World', '55.48', '8/7/2016', 'Sarah Sjostrom', 'SWE'], ['American', '55.98', '7/29/2012', 'Dana Vollmer', 'USA Olympic Team'], ['U.S. Open', '56.38', '1/15/2016', 'Sarah Sjostrom', 'SWE']]",[]
12,Toyota U S Open Complete Meet Results,Butterfly,Men,100,"[['World', '49.50', '7/26/2019', 'Caeleb Dressel', 'USA'], ['American', '49.50', '7/26/2019', 'Caeleb Dressel', 'USA'], ['U.S. Open', '50.22', '7/9/2009', 'Michael Phelps', 'North Baltimore'], ['World', '49.50', '7/26/2019', 'Caeleb Dressel', 'USA'], ['American', '49.50', '7/26/2019', 'Caeleb Dressel', 'USA'], ['U.S. Open', '50.22', '7/9/2009', 'Michael Phelps', 'North Baltimore']]",[]
13,Toyota U S Open Complete Meet Results,Freestyle,Women,200,"[['World', '1:52.98', '7/29/2009', 'Federica Pellegrini', 'ITA'], ['American', '1:53.61', '7/31/2012', 'Allison Schmitt', 'USA Olympic Team'], ['U.S. Open', '1:54.40', '6/25/2012', 'Allison Schmitt', 'North Baltimore'], ['World', '1:52.98', '7/29/2009', 'Federica Pellegrini', 'ITA'], ['American', '1:53.61', '7/31/2012', 'Allison Schmitt', 'USA Olympic Team'], ['U.S. Open', '1:54.40', '6/25/2012', 'Allison Schmitt', 'North Baltimore']]",[]
14,Toyota U S Open Complete Meet Results,Freestyle,Men,200,"[['World', '1:42.00', '7/28/2009', 'Paul Biedermann', 'GER'], ['American', '1:42.96', '8/12/2008', 'Michael Phelps', 'USA'], ['U.S. Open', '1:44.10', '7/1/2008', 'Michael Phelps', 'Club Wolverine'], ['World', '1:42.00', '7/28/2009', 'Paul Biedermann', 'GER'], ['American', '1:42.96', '8/12/2008', 'Michael Phelps', 'USA'], ['U.S. Open', '1:44.10', '7/1/2008', 'Michael Phelps', 'Club Wolverine']]",[]
15,Toyota U S Open Complete Meet Results,Breaststroke,Women,100,"[['World', '1:04.13', '7/25/2017', 'Lilly King', 'USA'], ['American', '1:04.13', '7/25/2017', 'Lilly King', 'USA'], ['U.S. Open', '1:04.45', '8/7/2009', 'Jessica Hardy', 'Trojan'], ['World', '1:04.13', '7/25/2017', 'Lilly King', 'USA'], ['American', '1:04.13', '7/25/2017', 'Lilly King', 'USA'], ['U.S. Open', '1:04.45', '8/7/2009', 'Jessica Hardy', 'Trojan']]",[]
16,Toyota U S Open Complete Meet Results,Breaststroke,Men,100,"[['World', '56.88', '7/21/2019', 'Adam Peaty', 'GBR'], ['American', '58.64', '7/23/2017', 'Kevin Cordes', 'USA'], ['World', '56.88', '7/21/2019', 'Adam Peaty', 'GBR'], ['American', '58.64', '7/23/2017', 'Kevin Cordes', 'USA']]",[]
17,Toyota U S Open Complete Meet Results,Backstroke,Women,100,"[['World', '57.57', '7/28/2019', 'Regan Smith', 'USA'], ['American', '57.57', '7/28/2019', 'Regan Smith', 'USA'], ['U.S. Open', '58.00', '7/28/2018', 'Kathleen Baker', 'Team Elite-NC'], ['World', '57.57', '7/28/2019', 'Regan Smith', 'USA'], ['American', '57.57', '7/28/2019', 'Regan Smith', 'USA'], ['U.S. Open', '58.00', '7/28/2018', 'Kathleen Baker', 'Team Elite-NC'], ['World', '57.57', '7/28/2019', 'Regan Smith', 'USA'], ['American', '57.57', '7/28/2019', 'Regan Smith', 'USA'], ['U.S. Open', '58.00', '7/28/2018', 'Kathleen Baker', 'Team Elite-NC']]",[]
18,Toyota U S Open Complete Meet Results,Backstroke,Men,100,"[['World', '51.85', '8/13/2016', 'Ryan Murphy', 'USA'], ['American', '51.85', '8/13/2016', 'Ryan Murphy', 'USA'], ['U.S. Open', '51.94', '7/8/2009', 'Aaron Peirsol', 'Longhorn'], ['World', '51.85', '8/13/2016', 'Ryan Murphy', 'USA'], ['American', '51.85', '8/13/2016', 'Ryan Murphy', 'USA'], ['U.S. Open', '51.94', '7/8/2009', 'Aaron Peirsol', 'Longhorn'], ['World', '51.85', '8/13/2016', 'Ryan Murphy', 'USA'], ['American', '51.85', '8/13/2016', 'Ryan Murphy', 'USA'], ['U.S. Open', '51.94', '7/8/2009', 'Aaron Peirsol', 'Longhorn'], ['World', '51.85', '8/13/2016', 'Ryan Murphy', 'USA'], ['American', '51.85', '8/13/2016', 'Ryan Murphy', 'USA'], ['U.S. Open', '51.94', '7/8/2009', 'Aaron Peirsol', 'Longhorn'], ['World', '51.85', '8/13/2016', 'Ryan Murphy', 'USA'], ['American', '51.85', '8/13/2016', 'Ryan Murphy', 'USA'], ['U.S. Open', '51.94', '7/8/2009', 'Aaron Peirsol', 'Longhorn']]",[]
19,Toyota U S Open Complete Meet Results,Freestyle,Women,1500,"[['World', '15:20.48', '5/17/2018', 'Katie Ledecky', 'Stanford'], ['American', '15:20.48', '5/17/2018', 'Katie Ledecky', 'Stanford'], ['U.S. Open', '15:20.48', '5/17/2018', 'Katie Ledecky', 'Stanford']]",[]
20,Toyota U S Open Complete Meet Results,Freestyle,Men,1500,"[['World', '14:31.02', '8/4/2012', 'Yang Sun', 'CHN'], ['American', '14:39.48', '8/13/2016', 'Connor Jaeger', 'USA'], ['U.S. Open', '14:45.54', '7/6/2008', 'Peter Vanderkaay', 'Club Wolverine']]",[]
21,Toyota U S Open Complete Meet Results,Backstroke,Women,200,"[['World', '2:03.35', '7/26/2019', 'Regan Smith', 'USA'], ['American', '2:03.35', '7/26/2019', 'Regan Smith', 'USA'], ['U.S. Open', '2:05.68', '6/25/2013', 'Missy Franklin', 'Colorado STARS-C'], ['World', '2:03.35', '7/26/2019', 'Regan Smith', 'USA'], ['American', '2:03.35', '7/26/2019', 'Regan Smith', 'USA'], ['U.S. Open', '2:05.68', '6/25/2013', 'Missy Franklin', 'Colorado STARS-C']]",[]
22,Toyota U S Open Complete Meet Results,Backstroke,Men,200,"[['World', '1:51.92', '7/31/2009', 'Aaron Peirsol', 'USA'], ['American', '1:51.92', '7/31/2009', 'Aaron Peirsol', 'USA'], ['U.S. Open', '1:53.08', '7/11/2009', 'Aaron Peirsol', 'Longhorn'], ['World', '1:51.92', '7/31/2009', 'Aaron Peirsol', 'USA'], ['American', '1:51.92', '7/31/2009', 'Aaron Peirsol', 'USA'], ['U.S. Open', '1:53.08', '7/11/2009', 'Aaron Peirsol', 'Longhorn']]",[]
23,Toyota U S Open Complete Meet Results,Freestyle,Women,100,"[['World', '51.71', '7/23/2017', 'Sarah Sjostrom', 'SWE'], ['American', '52.04', '7/26/2019', 'Simone Manuel', 'USA'], ['U.S. Open', '52.54', '7/25/2018', 'Simone Manuel', 'Stanford Swimmin'], ['World', '51.71', '7/23/2017', 'Sarah Sjostrom', 'SWE'], ['American', '52.04', '7/26/2019', 'Simone Manuel', 'USA'], ['U.S. Open', '52.54', '7/25/2018', 'Simone Manuel', 'Stanford Swimmin']]",[]
24,Toyota U S Open Complete Meet Results,Freestyle,Men,100,"[['World', '46.91', '7/30/2009', 'Cesar Cielo', 'Filho BRA'], ['American', '46.96', '7/25/2019', 'Caeleb Dressel', 'USA'], ['U.S. Open', '47.39', '7/31/2019', 'Ryan Held', 'New York Athleti'], ['World', '46.91', '7/30/2009', 'Cesar Cielo', 'Filho BRA'], ['American', '46.96', '7/25/2019', 'Caeleb Dressel', 'USA'], ['U.S. Open', '47.39', '7/31/2019', 'Ryan Held', 'New York Athleti'], ['World', '46.91', '7/30/2009', 'Cesar Cielo', 'Filho BRA'], ['American', '46.96', '7/25/2019', 'Caeleb Dressel', 'USA'], ['U.S. Open', '47.39', '7/31/2019', 'Ryan Held', 'New York Athleti']]",[]
25,Toyota U S Open Complete Meet Results,Breaststroke,Women,200,"[['World', '2:19.11', '8/1/2013', 'Rikke Moeller', 'Pedersen DEN'], ['American', '2:19.59', '8/2/2012', 'Rebecca Soni', 'USA Olympic Team'], ['U.S. Open', '2:20.38', '7/7/2009', 'Rebecca Soni', 'Trojan'], ['World', '2:19.11', '8/1/2013', 'Rikke Moeller', 'Pedersen DEN'], ['American', '2:19.59', '8/2/2012', 'Rebecca Soni', 'USA Olympic Team'], ['U.S. Open', '2:20.38', '7/7/2009', 'Rebecca Soni', 'Trojan']]",[]
26,Toyota U S Open Complete Meet Results,Breaststroke,Men,200,"[['World', '2:06.12', '7/26/2019', 'Anton Chupkov', 'RUS'], ['American', '2:07.17', '6/30/2016', 'Josh Prenot', 'Cal Aquatics'], ['U.S. Open', '2:07.17', '6/30/2016', 'Josh Prenot', 'Cal Aquatics'], ['World', '2:06.12', '7/26/2019', 'Anton Chupkov', 'RUS'], ['American', '2:07.17', '6/30/2016', 'Josh Prenot', 'Cal Aquatics'], ['U.S. Open', '2:07.17', '6/30/2016', 'Josh Prenot', 'Cal Aquatics']]",[]
27,Toyota U S Open Complete Meet Results,Butterfly,Women,200,"[['World', '2:01.81', '10/21/2009', 'Zige Liu', 'CHN'], ['American', '2:04.14', '7/30/2009', 'Mary Descenza', 'USA'], ['U.S. Open', '2:05.87', '7/25/2018', 'Hali Flickinger', 'Athens Bulldog-G'], ['World', '2:01.81', '10/21/2009', 'Zige Liu', 'CHN'], ['American', '2:04.14', '7/30/2009', 'Mary Descenza', 'USA'], ['U.S. Open', '2:05.87', '7/25/2018', 'Hali Flickinger', 'Athens Bulldog-G']]",[]
28,Toyota U S Open Complete Meet Results,Butterfly,Men,200,"[['World', '1:50.73', '7/24/2019', 'Kristof Milak', 'HUN'], ['American', '1:51.51', '7/29/2009', 'Michael Phelps', 'USA'], ['U.S. Open', '1:52.20', '7/2/2008', 'Michael Phelps', 'Club Wolverine'], ['World', '1:50.73', '7/24/2019', 'Kristof Milak', 'HUN'], ['American', '1:51.51', '7/29/2009', 'Michael Phelps', 'USA'], ['U.S. Open', '1:52.20', '7/2/2008', 'Michael Phelps', 'Club Wolverine']]",[]
