event,meet,stroke,gender,distance,records,entries
13,Complete Results Westmont,Backstroke,Women,200,"[['World', '2:03.35', '7/26/2019', 'Regan Smith', 'USA'], ['American', '2:03.35', '7/26/2019', 'Regan Smith', 'USA'], ['U.S. Open', '2:05.68', '6/25/2013', 'Missy Franklin', 'Colorado STARS-C'], ['World', '2:03.35', '7/26/2019', 'Regan Smith', 'USA'], ['American', '2:03.35', '7/26/2019', 'Regan Smith', 'USA'], ['U.S. Open', '2:05.68', '6/25/2013', 'Missy Franklin', 'Colorado STARS-C']]",[]
14,Complete Results Westmont,Backstroke,Men,200,"[['World', '1:51.92', '7/31/2009', 'Aaron Peirsol', 'USA'], ['American', '1:51.92', '7/31/2009', 'Aaron Peirsol', 'USA'], ['U.S. Open', '1:53.08', '7/11/2009', 'Aaron Peirsol', 'Longhorn'], ['World', '1:51.92', '7/31/2009', 'Aaron Peirsol', 'USA'], ['American', '1:51.92', '7/31/2009', 'Aaron Peirsol', 'USA'], ['U.S. Open', '1:53.08', '7/11/2009', 'Aaron Peirsol', 'Longhorn']]",[]
15,Complete Results Westmont,IM,Women,400,"[['World', '4:26.36', '8/6/2016', 'Katinka Hosszu', 'HUN'], ['American', '4:31.12', '6/29/2008', 'Katie Hoff', 'North Baltimore'], ['U.S. Open', '4:31.07', '6/19/2015', 'Katinka Hosszu', 'HUN'], ['World', '4:26.36', '8/6/2016', 'Katinka Hosszu', 'HUN'], ['American', '4:31.12', '6/29/2008', 'Katie Hoff', 'North Baltimore'], ['U.S. Open', '4:31.07', '6/19/2015', 'Katinka Hosszu', 'HUN']]",[]
16,Complete Results Westmont,IM,Men,400,"[['World', '4:03.84', '8/10/2008', 'Michael Phelps', 'USA'], ['American', '4:03.84', '8/10/2008', 'Michael Phelps', 'USA'], ['U.S. Open', '4:05.25', '6/29/2008', 'Michael Phelps', 'Club Wolverine'], ['World', '4:03.84', '8/10/2008', 'Michael Phelps', 'USA'], ['American', '4:03.84', '8/10/2008', 'Michael Phelps', 'USA'], ['U.S. Open', '4:05.25', '6/29/2008', 'Michael Phelps', 'Club Wolverine']]",[]
17,Complete Results Westmont,Butterfly,Women,100,"[['World', '55.48', '8/7/2016', 'Sarah Sjostrom', 'SWE'], ['American', '55.66', '6/14/2021', 'Torri Huske', 'Arlington Aquati'], ['U.S. Open', '55.66', '6/14/2021', 'Torri Huske', 'Arlington Aquati'], ['World', '55.48', '8/7/2016', 'Sarah Sjostrom', 'SWE'], ['American', '55.66', '6/14/2021', 'Torri Huske', 'Arlington Aquati'], ['U.S. Open', '55.66', '6/14/2021', 'Torri Huske', 'Arlington Aquati']]",[]
18,Complete Results Westmont,Butterfly,Men,100,"[['World', '49.45', '7/30/2021', 'Caeleb Dressel', 'USA'], ['American', '49.45', '7/30/2021', 'Caeleb Dressel', 'USA'], ['U.S. Open', '49.76', '6/18/2021', 'Caeleb Dressel', 'Gator Swim Club-'], ['World', '49.45', '7/30/2021', 'Caeleb Dressel', 'USA'], ['American', '49.45', '7/30/2021', 'Caeleb Dressel', 'USA'], ['U.S. Open', '49.76', '6/18/2021', 'Caeleb Dressel', 'Gator Swim Club-']]",[]
19,Complete Results Westmont,Freestyle,Women,800,"[['World', '8:04.79', '8/12/2016', 'Katie Ledecky', 'USA'], ['American', '8:04.79', '8/12/2016', 'Katie Ledecky', 'USA']]",[]
20,Complete Results Westmont,Freestyle,Men,800,"[['World', '7:32.12', '7/29/2009', 'Lin Zhang', 'CHN'], ['American', '7:41.87', '7/29/2021', 'Bobby Finke', 'USA'], ['U.S. Open', '7:44.57', '7/29/2018', 'Zane Grothe', 'Mission Viejo Na']]",[]
21,Complete Results Westmont,Backstroke,Women,100,"[['World', '57.45', '6/13/2021', 'Kaylee McKeown', 'AUS'], ['American', '57.57', '7/28/2019', 'Regan Smith', 'USA'], ['U.S. Open', '57.92', '6/14/2021', 'Regan Smith', 'Riptide-MN'], ['World', '57.45', '6/13/2021', 'Kaylee McKeown', 'AUS'], ['American', '57.57', '7/28/2019', 'Regan Smith', 'USA'], ['U.S. Open', '57.92', '6/14/2021', 'Regan Smith', 'Riptide-MN']]",[]
22,Complete Results Westmont,Backstroke,Men,100,"[['World', '51.85', '8/13/2016', 'Ryan Murphy', 'USA'], ['American', '51.85', '8/13/2016', 'Ryan Murphy', 'USA'], ['U.S. Open', '51.94', '7/8/2009', 'Aaron Peirsol', 'Longhorn'], ['World', '51.85', '8/13/2016', 'Ryan Murphy', 'USA'], ['American', '51.85', '8/13/2016', 'Ryan Murphy', 'USA'], ['U.S. Open', '51.94', '7/8/2009', 'Aaron Peirsol', 'Longhorn']]",[]
23,Complete Results Westmont,Breaststroke,Women,200,"[['World', '2:18.95', '7/30/2021', 'Tatjana Schoenmaker', 'RSA'], ['American', '2:19.59', '8/2/2012', 'Rebecca Soni', 'USA Olympic Team'], ['U.S. Open', '2:20.38', '7/7/2009', 'Rebecca Soni', 'Trojan'], ['World', '2:18.95', '7/30/2021', 'Tatjana Schoenmaker', 'RSA'], ['American', '2:19.59', '8/2/2012', 'Rebecca Soni', 'USA Olympic Team'], ['U.S. Open', '2:20.38', '7/7/2009', 'Rebecca Soni', 'Trojan']]",[]
24,Complete Results Westmont,Breaststroke,Men,200,"[['World', '2:06.12', '7/26/2019', 'Anton Chupkov', 'RUS'], ['American', '2:07.17', '6/30/2016', 'Josh Prenot', 'Cal Aquatics'], ['U.S. Open', '2:07.17', '6/30/2016', 'Josh Prenot', 'Cal Aquatics'], ['World', '2:06.12', '7/26/2019', 'Anton Chupkov', 'RUS'], ['American', '2:07.17', '6/30/2016', 'Josh Prenot', 'Cal Aquatics'], ['U.S. Open', '2:07.17', '6/30/2016', 'Josh Prenot', 'Cal Aquatics']]",[]
25,Complete Results Westmont,IM,Women,200,"[['World', '2:06.12', '8/3/2015', 'Katinka Hosszu', 'HUN'], ['American', '2:06.15', '7/27/2009', 'Ariana Kukors', 'USA'], ['U.S. Open', '2:08.32', '7/29/2018', 'Kathleen Baker', 'Team Elite-NC'], ['World', '2:06.12', '8/3/2015', 'Katinka Hosszu', 'HUN'], ['American', '2:06.15', '7/27/2009', 'Ariana Kukors', 'USA'], ['U.S. Open', '2:08.32', '7/29/2018', 'Kathleen Baker', 'Team Elite-NC']]",[]
26,Complete Results Westmont,IM,Men,200,"[['World', '1:54.00', '7/28/2011', 'Ryan Lochte', 'USA'], ['American', '1:54.00', '7/28/2011', 'Ryan Lochte', 'USA'], ['U.S. Open', '1:54.56', '7/10/2009', 'Ryan Lochte', 'Daytona Beach'], ['World', '1:54.00', '7/28/2011', 'Ryan Lochte', 'USA'], ['American', '1:54.00', '7/28/2011', 'Ryan Lochte', 'USA'], ['U.S. Open', '1:54.56', '7/10/2009', 'Ryan Lochte', 'Daytona Beach']]",[]
27,Complete Results Westmont,Freestyle,Women,50,"[['World', '23.67', '7/29/2017', 'Sarah Sjostrom', 'SWE'], ['American', '23.97', '7/30/2017', 'Simone Manuel', 'USA'], ['U.S. Open', '24.08', '6/1/2019', 'Pernille Blume', 'DEN'], ['World', '23.67', '7/29/2017', 'Sarah Sjostrom', 'SWE'], ['American', '23.97', '7/30/2017', 'Simone Manuel', 'USA'], ['U.S. Open', '24.08', '6/1/2019', 'Pernille Blume', 'DEN']]",[]
28,Complete Results Westmont,Freestyle,Men,50,"[['World', '20.91', '12/18/2009', 'Cesar Cielo', 'Filho BRA'], ['U.S. Open', '21.04', '6/20/2021', 'Caeleb Dressel', 'Gator Swim Club-'], ['World', '20.91', '12/18/2009', 'Cesar Cielo', 'Filho BRA'], ['U.S. Open', '21.04', '6/20/2021', 'Caeleb Dressel', 'Gator Swim Club-']]",[]
